순번,근거,구분,구분2,구분3,구분기호,CAS,기준,기준농도,물질,
특수143,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,가스 상태 물질류,','7782-50-5,용량비,'1%,6) 염소(Chlorine; 7782-50-5),
특수144,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,가스 상태 물질류,','10028-15-6,용량비,'1%,7) 오존(Ozone; 10028-15-6),
특수145,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,가스 상태 물질류,','10102-44-0,용량비,'1%,8) 이산화질소(nitrogen dioxide; 10102-44-0),
특수146,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,가스 상태 물질류,','7446-09-5,용량비,'1%,9) 이산화황(Sulfur dioxide; 7446-09-5),
특수147,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,가스 상태 물질류,','10102-43-9,용량비,'1%,10) 일산화질소(Nitric oxide; 10102-43-9),
특수148,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,가스 상태 물질류,','630-08-0,용량비,'1%,11) 일산화탄소(Carbon monoxide; 630-08-0),
특수149,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,가스 상태 물질류,','75-44-5,용량비,'1%,12) 포스겐(Phosgene; 75-44-5),
특수150,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,가스 상태 물질류,','7803-51-2,용량비,'1%,13) 포스핀(Phosphine; 7803-51-2),
특수151,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,가스 상태 물질류,','7783-06-4,용량비,'1%,14) 황화수소(Hydrogen sulfide; 7783-06-4),
특수152,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제88조에 따른 허가 대상 유해물질,','134-32-7,용량비,'1%,1) α-나프틸아민[134-32-7] 및 그 염(α-naphthylamine and its salts),
특수153,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제89조에 따른 허가 대상 유해물질,','119-90-4,용량비,'1%,2) 디아니시딘[119-90-4] 및 그 염(Dianisidine and its salts),
특수154,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제90조에 따른 허가 대상 유해물질,','91-94-1,용량비,'1%,3) 디클로로벤지딘[91-94-1] 및 그 염(Dichlorobenzidine and its salts),
특수155,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제91조에 따른 허가 대상 유해물질,','7440-41-7,용량비,'1%,4) 베릴륨[7440-41-7] 및 그 화합물(Beryllium and its compounds),
특수156,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제92조에 따른 허가 대상 유해물질,','98-07-7,용량비,'0.5%,5) 벤조트리클로라이드(Benzotrichloride; 98-07-7),
특수157,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제93조에 따른 허가 대상 유해물질,','7440-38-2,용량비,'1%,6) 비소[7440-38-2] 및 그 무기화합물(Arsenic and its inorganic compounds),
특수158,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제94조에 따른 허가 대상 유해물질,','75-01-4,용량비,'1%,7) 염화비닐(Vinyl chloride; 75-01-4),
특수159,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제95조에 따른 허가 대상 유해물질,','65996-93-2,용량비,'1%,8) 콜타르피치[65996-93-2] 휘발물(코크스 제조 또는 취급업무)(Coal tar pitch volatiles),
특수160,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제96조에 따른 허가 대상 유해물질,',',용량비,'1%,9) 크롬광 가공[열을 가하여 소성(변형된 형태 유지) 처리하는 경우만 해당한다](Chromite ore processing),
특수161,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제97조에 따른 허가 대상 유해물질,','13530-65-9,용량비,'1%,10) 크롬산 아연(Zinc chromates; 13530-65-9 등),
특수162,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제98조에 따른 허가 대상 유해물질,','119-93-7,용량비,'1%,11) o-톨리딘[119-93-7] 및 그 염(o-Tolidine and its salts),
특수163,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,영 제99조에 따른 허가 대상 유해물질,','12035-72-2|||16812-54-7,용량비,'1%,"12) 황화니켈류(Nickel sulfides; 12035-72-2, 16812-54-7)",
특수164,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,화학적 인자,금속가공유,',',,',"미네랄 오일 미스트(광물성 오일, Oil mist, mineral)",
특수165,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,분진,,',',,',가. 곡물 분진(Grain dusts) ,
특수166,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,분진,,',',,',나. 광물성 분진(Mineral dusts),
특수167,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,분진,,',',,',다. 면 분진(Cotton dusts),
특수168,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,분진,,',',,',라. 목재 분진(Wood dusts),
특수169,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,분진,,',',,',마. 용접 흄(Welding fume),
특수170,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,분진,,',',,',바. 유리 섬유(Glass fiber dusts),
특수171,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,분진,,','1332-21-4,,',사. 석면 분진(Asbestos dusts; 1332-21-4 등),
특수172,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,물리적 인자,,',',,',"가. 안전보건규칙 제512조제1호부터 제3호까지의 규정의 소음작업, 강렬한 소음작업 및 충격소음작업에서 발생하는 소음",
특수173,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,물리적 인자,,',',,',나. 안전보건규칙 제512조제4호의 진동작업에서 발생하는 진동,
특수174,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,물리적 인자,,',',,',다. 안전보건규칙 제573조제1호의 방사선,
특수175,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,물리적 인자,,',',,',라. 고기압,
특수176,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,물리적 인자,,',',,',마. 저기압,
특수177,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,물리적 인자,,',',,',"바. 유해광선(자외선, 적외선, 마이크로파 및 라디오파)",
특수178,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,야간작업,,',',,',가. 6개월간 밤 12시부터 오전 5시까지의 시간을 포함하여 계속되는 8시간 작업을 월 평균 4회 이상 수행하는 경우,
특수179,산업안전보건법 시행규칙 [별표22],특수건강진단대상 유해인자,야간작업,,',',,',나. 6개월간 오후 10시부터 다음날 오전 6시 사이의 시간 중 작업을 월 평균 60시간 이상 수행하는 경우,
유독1,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-1,'1313-60-6,,'5%,과산화 나트륨[Sodium peroxide; 1313-60-6] 및 이를 5% 이상 함유한 혼합물,
유독2,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-2,'7722-84-1,,'6%,과산화 수소[Hydrogen peroxide; 7722-84-1] 및 이를 6% 이상 함유한 혼합물,
유독3,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-3,'124-43-6,,'17%,과산화 우레아[Urea peroxide; 124-43-6] 및 이를 17% 이상 함유한 혼합물,
유독4,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-4　,'13516-27-3,,'3.5%,구아자틴[Guazatine; 13516-27-3]과 그 염류 및 그 중 하나를 구아자틴으로서 3.5% 이상 함유한 혼합물,
유독5,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-5,'111-30-8,,'1%,글루타르알데히드[Glutaraldehyde; 111-30-8] 및 이를 1% 이상 함유한 혼합물,
유독6,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-6,'106-90-1,,'25%,글리시딜 아크릴산[Glycidyl acrylate; 106-90-1] 및 이를 25% 이상 함유한 혼합물,
유독7,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-7,'7440-23-5,,'25%,나트륨[Sodium; 7440-23-5] 및 이를 25% 이상 함유한 혼합물,
유독8,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-8,'300-76-5,,'1%,날레드[Naled; 300-76-5] 및 이를 1% 이상 함유한 혼합물,
유독9,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-9,'7439-92-1,,'0.3%,납[Lead; 7439-92-1]과 그 화합물 및 이를 0.3% 이상 함유한 혼합물,
유독10,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-10,'13463-39-3,,'0.1%,니켈 카르보닐[Nickel carbonyl; 13463-39-3] 및 이를 0.1% 이상 함유한 혼합물,
유독11,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-11,'54-11-5,,'1%,니코틴[Nicotine; 54-11-5]과 그 염류 및 그 중 하나를 1% 이상 함유한 혼합물,
유독12,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-12,'98-95-3,,'0.3%,니트로벤젠[Nitrobenzene; 98-95-3] 및 이를 0.3% 이상 함유한 혼합물,
유독13,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-13,'1754-58-1,,'1%,다이아미다포스[Diamidafos; 1754-58-1] 및 이를 1% 이상 함유한 혼합물,
유독14,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-14,'333-41-5,,'1%,다이아지논[Diazinon; 333-41-5] 및 이를 1% 이상 함유한 혼합물,
유독15,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-15,'80060-09-9,,'25%,다이아펜티유론[Diafenthiuron; 80060-09-9] 및 이를 25% 이상 함유한 혼합물,
유독16,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-16,'10311-84-9,,'1%,다이알리포스[Dialifos; 10311-84-9] 및 이를 1% 이상 함유한 혼합물,
유독17,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-17,'31512-74-0,,'1%,더불유에스시피[WSCP; 31512-74-0] 및 이를 1% 이상 함유한 혼합물,
유독18,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-18,'52918-63-5,,'25%,데카메트린[Decamethrin; 52918-63-5] 및 이를 25% 이상 함유한 혼합물,
유독19,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-19,'2439-10-3,,'25%,도딘[Dodine; 2439-10-3] 및 이를 25% 이상 함유한 혼합물,
유독20,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-20,'5707-69-7,,'1%,드라족솔론[Drazoxolon; 5707-69-7] 및 이를 1% 이상 함유한 혼합물,
유독21,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-21,'111-92-2,,'1%,디-n-부틸아민[Di-n-butylamine; 111-92-2] 및 이를 1% 이상 함유한 혼합물,
유독22,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-22,'131-89-5,,'0.5%,디넥스[Dinex; 131-89-5] 및 이를 0.5% 이상 함유한 혼합물,
유독23,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-23,'973-21-7,,'1%,디노브톤[Dinobuton; 973-21-7] 및 이를 1% 이상 함유한 혼합물,
유독24,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-24,'88-85-7,,'0.3%,"디노셉[Dinoseb; 2-sec-Butyl-4,6-dinitrophenol; 88-85-7] 및 이를 0.3% 이상 함유한 혼합물",
유독25,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-25,'39300-45-3,,'1%,디노캅[Dinocap; 39300-45-3] 및 이를 1% 이상 함유한 혼합물,
유독26,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-26,'1420-07-1,,'1%,디노텁[Dinoterb; 1420-07-1] 및 이를 1% 이상 함유한 혼합물,
유독27,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-27,'50-29-3,,'1%,디디티[DDT; 50-29-3] 및 이를 1% 이상 함유한 혼합물,
유독28,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-28,'122-15-6,,'1%,디메탄[Dimetan; 122-15-6] 및 이를 1% 이상 함유한 혼합물,
유독29,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-29,'60-51-5,,'1%,디메토에이트[Dimethoate; 60-51-5] 및 이를 1% 이상 함유한 혼합물,
유독30,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-30,'17040-19-6,,'1%,디메톤-S-메틸술폰[Demeton-S-methylsulfone; 17040-19-6] 및 이를 1% 이상 함유한 혼합물,
유독31,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-31,'8022-00-2,,'1%,디메톤-메틸[Demeton-methyl; 8022-00-2] 및 이를 1% 이상 함유한 혼합물,
유독32,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-32,'8065-48-3,,'1%,디메톤[Demeton; 8065-48-3] 및 이를 1% 이상 함유한 혼합물,
유독33,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-33,'644-64-4,,'1%,디메틸란[Dimetilan; 644-64-4] 및 이를 1% 이상 함유한 혼합물,
유독34,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-34,'2274-67-1,,'1%,디메틸빈포스[Dimethylvinphos; 2274-67-1] 및 이를 1% 이상 함유한 혼합물,
유독35,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-35,'115-26-4,,'1%,디메폭스[Dimefox; 115-26-4] 및 이를 1% 이상 함유한 혼합물,
유독36,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-36,'85-00-7,,'1%,디브롬화 디콰이트[Diquat dibromide; 85-00-7] 및 이를 1% 이상 함유한 혼합물,
유독37,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-37,'298-04-4,,'1%,디술포톤[Disulfoton; 298-04-4] 및 이를 1% 이상 함유한 혼합물,
유독38,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-38,'3078-97-5,,'1%,디에스피[DSP; 3078-97-5] 및 이를 1% 이상 함유한 혼합물,
유독39,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-39,'534-52-1,,'1%,디엔오시[DNOC; 534-52-1]과 그 염류 및 그 중 하나를 1% 이상 함유한 혼합물,
유독40,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-40,'60-57-1,,'1%,디엘드린[Dieldrin; 60-57-1] 및 이를 1% 이상 함유한 혼합물,
